id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
4423,44,80.14,50.0,11.0,94.75,44.0,18.18,72.73,38.64,13.64,0.0,0.0,0.0,0.0,0.0,0.0,13.64,4.55,11.36,2.27,6.82,2.27,0.0,9.09,4.55,0.0,0.0,6.82,2.27,4.55,4.55,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,2.27,4.55,0.0,0.0,0.0,0.0,2.27,2.27,9.09,2.27,6.82,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,2.27,0.0,6.82,0.0,0.0,4.55,0.0,11.36,2.27,9.09,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.09,68.18,9.09,0.0,0.0,0.0,4.55,0.0,0.0,2.27,0.0,0.0
4424,20,78.3,50.0,1.0,25.77,10.0,30.0,80.0,40.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,5.0,10.0,5.0,0.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4425,134,80.41,50.0,34.79,97.47,19.14,10.45,82.09,50.0,14.18,7.46,4.48,0.75,2.24,0.0,0.0,6.72,8.21,14.18,8.21,3.73,3.73,1.49,20.15,3.73,1.49,0.75,0.75,2.24,6.72,5.97,0.75,0.75,0.0,0.0,5.22,0.0,0.0,0.0,0.0,10.45,1.49,4.48,0.75,1.49,1.49,2.24,1.49,0.0,1.49,0.0,1.49,0.75,1.49,0.0,0.0,8.21,0.75,1.49,4.48,1.49,0.75,1.49,12.69,2.99,11.19,1.49,6.72,2.99,0.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,5.22,4.48,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0
4426,82,76.2,72.89,1.0,99.0,13.67,10.98,74.39,53.66,10.98,4.88,0.0,0.0,4.88,0.0,0.0,6.1,8.54,13.41,10.98,3.66,6.1,1.22,13.41,6.1,2.44,0.0,2.44,2.44,7.32,7.32,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,8.54,1.22,0.0,2.44,3.66,1.22,2.44,1.22,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,4.88,0.0,0.0,10.98,1.22,2.44,1.22,1.22,0.0,0.0,2.44,1.22,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.41,4.88,3.66,0.0,0.0,0.0,2.44,0.0,0.0,2.44,0.0,0.0
4427,151,82.35,25.38,34.09,90.93,16.78,12.58,80.13,56.95,17.22,8.61,6.62,0.0,1.32,0.0,0.66,8.61,13.25,13.25,6.62,5.3,3.31,1.99,13.91,2.65,1.32,0.66,1.32,1.32,5.3,4.64,0.66,0.0,0.0,0.66,3.97,0.66,0.0,0.0,0.0,11.26,1.32,1.99,2.65,0.0,1.99,3.31,1.99,0.66,1.32,0.0,0.66,0.0,0.66,0.0,0.0,4.64,0.0,0.66,2.65,1.99,0.0,4.64,9.27,0.0,9.93,1.32,5.3,3.31,1.32,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,5.96,1.99,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.66
4428,24,6.95,50.0,1.0,25.77,8.0,12.5,79.17,62.5,20.83,8.33,4.17,0.0,4.17,0.0,0.0,12.5,4.17,8.33,16.67,8.33,4.17,4.17,20.83,4.17,0.0,0.0,0.0,0.0,8.33,4.17,4.17,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,4.17,0.0,0.0,4.17,0.0,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,4.17,0.0,4.17,8.33,4.17,4.17,0.0,4.17,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4429,373,56.2,25.12,60.01,61.36,28.69,12.33,82.04,56.03,15.01,8.85,6.97,0.0,0.54,0.0,1.34,6.17,6.97,13.4,8.58,6.7,6.7,2.14,17.43,2.95,1.61,1.07,1.88,2.41,4.02,2.95,1.07,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.27,12.06,1.61,3.49,1.07,1.61,1.34,3.22,2.95,0.8,1.61,0.54,0.27,0.0,0.0,0.0,0.0,3.75,0.27,0.8,0.27,1.61,0.8,7.24,9.12,1.61,11.8,0.27,5.09,6.17,0.54,1.88,0.0,1.07,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,13.14,4.56,5.63,0.0,0.0,0.0,0.27,0.8,1.07,0.8,0.0,0.0
4430,26,88.9,50.0,63.54,99.0,8.67,23.08,80.77,34.62,3.85,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,15.38,3.85,3.85,7.69,0.0,15.38,11.54,3.85,0.0,0.0,0.0,19.23,15.38,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,3.85,3.85,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,11.54,0.0,7.69,3.85,3.85,0.0,7.69,7.69,0.0,19.23,3.85,15.38,0.0,7.69,0.0,0.0,7.69,0.0,0.0,3.85,0.0,0.0,0.0,3.85,0.0,19.23,11.54,3.85,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0
4431,255,81.82,16.34,63.93,70.09,28.33,11.76,80.0,52.16,10.2,5.88,5.1,0.0,0.0,0.0,0.78,4.31,10.2,13.73,7.84,5.49,5.88,2.75,15.29,5.49,4.31,0.0,0.39,2.35,3.14,2.75,0.39,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,8.63,1.96,0.78,0.39,2.75,0.0,3.53,2.75,1.57,0.39,0.39,1.18,1.18,0.39,0.0,0.0,5.88,0.0,0.78,2.35,1.57,1.18,3.14,9.8,0.78,12.94,1.96,9.02,2.35,1.57,1.96,0.0,2.35,0.0,0.0,0.39,0.0,0.0,0.0,0.39,0.0,11.37,4.31,2.75,0.0,0.0,0.0,0.0,1.57,0.0,1.96,0.78,0.0
4432,73,69.78,13.65,29.73,98.13,24.33,8.22,78.08,53.42,10.96,1.37,1.37,0.0,0.0,0.0,0.0,9.59,6.85,15.07,10.96,5.48,5.48,2.74,16.44,6.85,8.22,2.74,0.0,6.85,5.48,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44,1.37,1.37,1.37,5.48,1.37,6.85,2.74,2.74,0.0,0.0,1.37,1.37,0.0,0.0,0.0,5.48,0.0,1.37,2.74,2.74,0.0,1.37,13.7,1.37,9.59,1.37,5.48,2.74,1.37,0.0,0.0,1.37,0.0,0.0,1.37,0.0,0.0,0.0,1.37,0.0,15.07,4.11,6.85,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0
4433,31,89.71,37.35,39.18,25.77,10.33,9.68,70.97,48.39,16.13,12.9,9.68,0.0,3.23,0.0,0.0,3.23,3.23,22.58,0.0,6.45,6.45,0.0,6.45,0.0,0.0,3.23,0.0,0.0,6.45,3.23,3.23,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,3.23,3.23,3.23,3.23,0.0,9.68,3.23,3.23,3.23,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,55,52.71,13.76,21.98,60.23,18.33,9.09,76.36,54.55,16.36,9.09,7.27,0.0,1.82,0.0,0.0,7.27,9.09,10.91,10.91,1.82,5.45,5.45,12.73,7.27,1.82,0.0,1.82,3.64,5.45,3.64,1.82,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,10.91,0.0,1.82,1.82,3.64,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,1.82,0.0,0.0,0.0,10.91,0.0,7.27,0.0,3.64,3.64,0.0,3.64,0.0,3.64,0.0,0.0,1.82,0.0,0.0,0.0,1.82,0.0,16.36,5.45,1.82,0.0,0.0,0.0,0.0,0.0,0.0,5.45,3.64,0.0
4435,98,79.96,37.96,9.88,99.0,24.5,11.22,83.67,48.98,12.24,4.08,3.06,0.0,1.02,0.0,0.0,8.16,7.14,14.29,7.14,8.16,3.06,0.0,11.22,11.22,5.1,0.0,2.04,6.12,8.16,8.16,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,11.22,0.0,2.04,1.02,5.1,2.04,2.04,1.02,0.0,0.0,1.02,1.02,1.02,0.0,0.0,0.0,6.12,0.0,2.04,3.06,4.08,0.0,3.06,8.16,0.0,9.18,1.02,5.1,3.06,0.0,3.06,1.02,5.1,0.0,0.0,2.04,0.0,0.0,1.02,1.02,0.0,18.37,5.1,6.12,0.0,0.0,0.0,0.0,2.04,2.04,1.02,2.04,0.0
4436,191,88.43,56.24,5.72,99.0,47.75,21.47,72.77,41.88,7.33,3.66,2.09,1.05,0.52,0.0,0.0,3.66,6.28,13.61,7.85,3.14,5.24,0.52,12.04,5.24,2.62,0.0,3.66,2.62,6.81,6.81,0.0,0.0,0.0,0.0,4.19,1.05,0.0,0.0,1.05,9.42,1.57,2.62,3.66,1.05,0.0,1.57,1.57,0.0,1.57,0.0,1.05,0.0,0.52,0.0,0.0,8.38,1.57,2.62,2.62,2.09,0.0,3.14,9.42,1.05,9.95,1.57,6.81,1.57,4.19,1.57,0.0,1.05,0.0,0.0,1.05,0.0,0.0,0.0,1.05,0.0,20.94,2.62,3.66,1.57,0.0,0.0,1.05,4.19,1.57,1.57,1.05,3.66
4437,23,5.4,33.19,2.02,99.0,7.67,13.04,86.96,56.52,13.04,4.35,4.35,0.0,0.0,0.0,0.0,8.7,4.35,4.35,8.7,13.04,17.39,0.0,21.74,8.7,0.0,4.35,0.0,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,4.35,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.0,4.35,4.35,8.7,0.0,4.35,17.39,0.0,8.7,4.35,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,85,39.41,11.97,35.82,47.53,14.17,10.59,75.29,54.12,16.47,7.06,4.71,0.0,2.35,0.0,0.0,9.41,9.41,9.41,7.06,10.59,4.71,4.71,12.94,2.35,1.18,1.18,2.35,1.18,3.53,2.35,1.18,1.18,0.0,0.0,3.53,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,3.53,0.0,8.24,2.35,0.0,2.35,0.0,1.18,1.18,0.0,0.0,0.0,7.06,0.0,4.71,2.35,0.0,1.18,0.0,12.94,0.0,5.88,1.18,3.53,1.18,4.71,3.53,0.0,0.0,0.0,0.0,2.35,0.0,0.0,2.35,0.0,0.0,12.94,7.06,2.35,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0
4439,437,53.63,24.61,38.33,37.94,19.0,12.36,84.9,55.15,13.27,8.7,7.09,0.0,0.0,0.0,1.6,4.58,8.01,12.36,8.92,4.12,10.98,2.75,15.79,6.64,3.2,1.37,3.43,1.37,4.35,2.52,1.83,0.46,0.0,0.23,5.95,0.0,0.23,0.0,0.0,10.3,1.83,2.29,2.29,1.6,0.92,2.97,2.97,0.46,2.29,0.0,0.69,0.23,0.0,0.0,0.23,6.41,0.69,1.14,2.06,1.37,1.37,7.55,8.24,0.46,9.61,1.6,4.58,3.43,3.43,2.06,0.23,2.06,0.0,0.0,0.46,0.0,0.0,0.0,0.23,0.23,12.81,6.41,1.37,0.23,0.46,0.0,0.0,1.37,0.0,2.29,0.46,0.23
4440,64,47.36,26.6,65.79,7.63,21.33,21.88,90.62,56.25,17.19,12.5,7.81,0.0,1.56,0.0,3.12,4.69,6.25,12.5,3.12,9.38,7.81,3.12,18.75,3.12,1.56,1.56,1.56,0.0,4.69,1.56,3.12,0.0,1.56,0.0,7.81,0.0,0.0,0.0,0.0,10.94,0.0,0.0,3.12,4.69,1.56,4.69,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,4.69,1.56,3.12,3.12,4.69,9.38,0.0,14.06,4.69,4.69,4.69,4.69,0.0,0.0,6.25,0.0,0.0,1.56,0.0,0.0,1.56,0.0,0.0,12.5,7.81,1.56,0.0,0.0,0.0,1.56,0.0,0.0,1.56,0.0,0.0
4441,152,69.49,25.52,29.47,74.74,25.33,9.87,82.89,51.97,13.82,8.55,5.92,0.0,0.66,0.0,1.97,5.26,6.58,16.45,7.24,4.61,9.87,1.32,14.47,5.26,4.61,0.0,0.66,2.63,5.26,3.95,1.32,0.0,0.0,0.66,3.29,0.0,0.0,0.0,0.0,10.53,0.66,1.97,3.95,2.63,0.66,3.29,2.63,0.0,1.32,1.32,1.32,0.66,0.66,0.0,0.0,5.92,0.66,0.66,2.63,1.97,0.66,1.97,11.84,1.32,11.84,1.97,5.92,3.95,3.95,0.66,0.66,1.97,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,15.13,4.61,5.92,0.0,0.0,0.0,0.0,0.66,0.0,2.63,1.32,0.0
4442,72,72.69,13.32,81.54,8.95,14.4,18.06,83.33,50.0,13.89,6.94,4.17,0.0,2.78,0.0,0.0,6.94,8.33,12.5,8.33,1.39,6.94,2.78,13.89,6.94,1.39,0.0,0.0,2.78,9.72,4.17,5.56,0.0,1.39,1.39,2.78,0.0,0.0,0.0,0.0,18.06,0.0,8.33,1.39,1.39,0.0,9.72,2.78,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,0.0,1.39,2.78,2.78,1.39,2.78,11.11,1.39,13.89,2.78,9.72,1.39,2.78,1.39,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.56,4.17,0.0,0.0,0.0,1.39,0.0,0.0,1.39,0.0,0.0
4443,112,72.69,18.6,58.7,75.48,12.44,17.86,71.43,47.32,11.61,6.25,6.25,0.0,0.0,0.0,0.0,5.36,7.14,11.61,6.25,4.46,7.14,1.79,10.71,6.25,0.89,0.0,6.25,0.89,3.57,2.68,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,8.04,1.79,1.79,0.0,0.89,0.89,2.68,1.79,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.89,0.89,1.79,0.0,0.0,8.93,1.79,11.61,1.79,6.25,3.57,2.68,1.79,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,8.04,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
4446,599,68.53,56.64,14.65,77.91,27.23,18.2,80.63,51.92,14.86,7.68,3.17,2.67,0.33,0.33,1.17,7.18,8.18,13.02,8.01,5.01,5.84,1.67,13.19,6.34,3.51,1.34,2.84,3.34,5.51,4.17,1.34,0.0,0.0,0.33,6.84,0.0,0.17,0.5,0.0,10.18,1.0,2.5,1.84,1.84,0.67,3.34,3.51,0.67,2.5,0.17,0.83,0.17,0.67,0.0,0.0,8.18,2.84,1.5,2.17,1.84,0.83,3.51,9.52,0.83,9.35,1.0,6.01,2.5,2.5,1.5,0.67,1.67,0.0,0.33,0.17,0.0,0.17,0.0,0.0,0.0,13.52,4.84,3.34,0.0,0.0,0.0,0.0,1.67,0.0,1.84,1.0,0.83
4447,68,23.9,5.3,21.06,99.0,22.67,13.24,72.06,51.47,7.35,0.0,0.0,0.0,0.0,0.0,0.0,7.35,5.88,7.35,13.24,7.35,11.76,4.41,14.71,11.76,8.82,0.0,4.41,0.0,7.35,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.71,0.0,0.0,1.47,2.94,1.47,11.76,0.0,0.0,0.0,0.0,1.47,0.0,1.47,0.0,0.0,5.88,0.0,4.41,1.47,4.41,0.0,0.0,14.71,1.47,5.88,1.47,2.94,1.47,0.0,0.0,1.47,4.41,0.0,0.0,4.41,0.0,1.47,0.0,2.94,0.0,14.71,5.88,4.41,0.0,0.0,0.0,0.0,1.47,0.0,2.94,0.0,0.0
4448,20,87.27,15.86,99.0,99.0,20.0,5.0,100.0,55.0,20.0,15.0,15.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,10.0,10.0,5.0,5.0,5.0,10.0,0.0,15.0,0.0,15.0,0.0,15.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4449,81,66.94,54.9,10.82,72.05,8.1,13.58,83.95,54.32,16.05,2.47,0.0,0.0,2.47,0.0,0.0,13.58,8.64,13.58,4.94,9.88,3.7,2.47,17.28,3.7,6.17,0.0,1.23,2.47,2.47,2.47,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,12.35,1.23,3.7,2.47,4.94,1.23,2.47,2.47,1.23,1.23,0.0,1.23,1.23,0.0,0.0,0.0,11.11,0.0,2.47,4.94,3.7,0.0,2.47,9.88,3.7,12.35,0.0,11.11,1.23,7.41,0.0,0.0,1.23,0.0,0.0,1.23,0.0,0.0,0.0,1.23,0.0,16.05,12.35,1.23,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0
4450,46,71.39,33.19,27.39,66.89,9.2,13.04,84.78,54.35,15.22,6.52,4.35,0.0,0.0,0.0,2.17,8.7,8.7,13.04,4.35,4.35,4.35,6.52,8.7,2.17,0.0,2.17,2.17,4.35,6.52,4.35,2.17,0.0,0.0,0.0,10.87,0.0,0.0,0.0,0.0,8.7,0.0,2.17,0.0,0.0,2.17,4.35,2.17,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,4.35,2.17,2.17,2.17,0.0,0.0,2.17,10.87,0.0,8.7,0.0,6.52,2.17,2.17,2.17,2.17,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,10.87,2.17,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0
4451,149,78.16,31.94,73.86,75.57,16.56,16.78,81.88,49.66,12.75,8.05,5.37,0.67,0.67,1.34,0.0,4.7,10.74,11.41,5.37,6.04,6.71,1.34,15.44,3.36,1.34,1.34,1.34,2.68,4.03,3.36,0.67,0.0,0.0,0.0,5.37,0.67,0.67,0.0,2.68,9.4,1.34,1.34,0.0,3.36,0.0,4.7,2.68,0.0,1.34,1.34,0.0,0.0,0.0,0.0,0.0,8.72,1.34,0.67,1.34,4.7,0.67,3.36,10.07,0.0,14.77,3.36,7.38,4.7,1.34,4.03,0.0,0.67,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,20.13,5.37,5.37,0.0,0.0,0.0,0.67,2.68,0.0,2.68,2.68,0.67
4452,64,23.1,43.79,55.79,81.93,12.8,7.81,90.62,64.06,21.88,10.94,7.81,0.0,3.12,0.0,0.0,10.94,9.38,10.94,12.5,10.94,6.25,0.0,21.88,3.12,0.0,1.56,0.0,0.0,3.12,3.12,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,7.81,0.0,4.69,1.56,1.56,1.56,1.56,4.69,1.56,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,17.19,3.12,14.06,4.69,7.81,1.56,3.12,1.56,1.56,1.56,0.0,0.0,1.56,0.0,0.0,0.0,1.56,0.0,15.62,7.81,4.69,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0
4453,28,29.3,3.73,52.86,87.2,9.33,7.14,82.14,57.14,28.57,14.29,14.29,0.0,0.0,0.0,0.0,14.29,3.57,10.71,7.14,3.57,3.57,0.0,10.71,0.0,3.57,0.0,3.57,0.0,3.57,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,3.57,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,3.57,0.0,3.57,0.0,0.0,10.71,0.0,3.57,0.0,0.0,3.57,7.14,3.57,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4454,76,19.69,5.73,74.76,99.0,19.0,13.16,88.16,53.95,22.37,13.16,11.84,0.0,1.32,0.0,0.0,9.21,5.26,9.21,11.84,7.89,5.26,0.0,23.68,7.89,3.95,1.32,6.58,3.95,6.58,6.58,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,21.05,2.63,3.95,3.95,2.63,1.32,6.58,1.32,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,11.84,0.0,5.26,1.32,6.58,0.0,9.21,9.21,2.63,7.89,0.0,3.95,3.95,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68,6.58,5.26,0.0,0.0,0.0,0.0,2.63,0.0,3.95,2.63,2.63
4455,446,93.66,31.1,6.92,42.02,26.24,23.09,71.75,47.09,6.73,1.79,0.9,0.0,0.9,0.0,0.0,4.93,13.45,12.11,5.83,3.81,6.95,1.79,8.74,4.93,2.24,0.9,2.24,1.57,3.59,2.24,1.35,0.22,0.22,0.22,1.79,0.0,0.0,0.0,0.0,10.09,0.45,1.35,1.57,3.36,1.12,4.93,1.35,0.22,0.9,0.22,0.22,0.22,0.0,0.0,0.0,4.48,0.22,0.9,2.69,0.67,0.45,1.79,6.95,0.67,7.4,1.12,4.26,2.47,3.59,0.67,0.45,3.14,0.0,0.0,0.9,0.0,0.22,0.45,0.22,0.0,26.23,5.61,5.83,0.22,0.22,0.0,0.22,8.3,0.45,2.02,2.24,1.12
4456,157,67.36,35.1,14.49,62.02,31.4,25.48,82.8,50.96,14.65,6.37,5.1,0.0,1.27,0.0,0.0,8.28,8.28,10.83,9.55,3.18,4.46,1.91,15.29,7.64,5.1,2.55,1.91,3.18,4.46,3.18,1.27,0.0,0.64,0.64,5.1,0.0,0.0,0.0,0.0,9.55,0.0,3.82,0.0,0.0,3.18,2.55,7.64,6.37,0.64,0.64,1.27,0.64,0.0,0.64,0.0,3.18,0.0,0.64,2.55,0.64,0.0,2.55,9.55,0.64,7.01,2.55,3.18,3.18,1.91,1.27,0.64,1.27,0.0,0.0,1.27,0.64,0.0,0.0,0.64,0.0,11.46,4.46,2.55,0.0,0.64,0.0,0.0,0.0,0.0,0.64,1.27,1.91
4457,69,35.67,44.24,2.02,93.61,9.86,17.39,92.75,57.97,17.39,5.8,1.45,0.0,4.35,0.0,0.0,11.59,7.25,8.7,13.04,2.9,5.8,2.9,21.74,2.9,0.0,1.45,0.0,0.0,4.35,4.35,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,23.19,1.45,4.35,8.7,5.8,1.45,7.25,4.35,1.45,1.45,1.45,0.0,0.0,0.0,0.0,0.0,7.25,0.0,4.35,1.45,2.9,0.0,2.9,13.04,2.9,7.25,1.45,4.35,1.45,10.14,0.0,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,10.14,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4458,67,19.81,5.04,76.69,94.38,13.4,13.43,83.58,49.25,20.9,13.43,8.96,0.0,0.0,0.0,4.48,7.46,4.48,5.97,5.97,5.97,8.96,1.49,14.93,4.48,2.99,0.0,4.48,4.48,7.46,5.97,1.49,0.0,1.49,0.0,5.97,0.0,0.0,0.0,0.0,19.4,1.49,1.49,2.99,7.46,2.99,10.45,1.49,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,4.48,0.0,1.49,10.45,1.49,7.46,1.49,5.97,0.0,2.99,0.0,0.0,2.99,0.0,0.0,2.99,1.49,1.49,0.0,0.0,0.0,22.39,10.45,5.97,0.0,0.0,0.0,0.0,1.49,0.0,4.48,0.0,0.0
4459,167,71.08,72.53,18.27,25.77,33.4,8.98,75.45,52.1,14.97,8.38,2.4,0.0,4.19,0.0,1.8,6.59,7.78,13.17,7.19,3.59,6.59,1.8,13.77,4.19,1.8,1.2,1.8,0.6,2.4,1.2,1.2,0.0,0.0,0.6,8.98,0.0,0.0,0.0,0.0,8.38,0.6,1.2,2.99,1.2,1.8,2.99,4.79,0.0,4.19,0.6,1.8,0.6,0.0,0.0,1.2,5.39,0.0,0.6,2.99,1.8,0.6,0.6,10.78,2.4,12.57,2.99,6.59,2.99,2.99,2.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,10.78,4.79,2.99,0.6,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0
4460,41,98.51,31.29,25.63,25.77,41.0,12.2,68.29,34.15,4.88,2.44,2.44,0.0,0.0,0.0,0.0,2.44,7.32,14.63,2.44,4.88,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,4.88,2.44,2.44,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,2.44,0.0,2.44,0.0,2.44,2.44,0.0,2.44,0.0,2.44,0.0,0.0,0.0,2.44,9.76,0.0,2.44,0.0,7.32,2.44,2.44,4.88,0.0,12.2,2.44,9.76,0.0,2.44,2.44,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83,0.0,7.32,4.88,0.0,0.0,0.0,9.76,0.0,0.0,4.88,0.0
